name_description,true_label,zeroshot_pred,fewshot_pred
"Mxofere Combo Jasmine Papaya Almond Honey Orange Mixfruit Soap Kit Mxofere Combo Jasmine Papaya Almond Honey Orange Mixfruit Soap Kit (Set of 6)
                         Price: Rs. 285
				
			## Makes Skin Fresh and Youthful,
## Astringent & Anti-septic Affect,
## Anti-aging and Anti-depressant,
## Softens the Skin,
## Fights Skin Damage from UV Rays,
## Removes Blemishes,
## Antibacterial,
## With Essential Oil,
## Prevent Skin from Drying Out,
## Cell Renewal,
## Rejuvenating Properties,
## Keep Skin Supple,
## Conditions and Renews Skin,
## Clears Skin Congestion,
## Tones and Purifies Skin,
## Provide Fareness

Note:----- 

# As these soaps are handmade, color and size may be different from picture as above.

# if any variant is not available in stock it will be exchanged with any other variant of same price without any prior notice.

# if your skin is very sensitive then please consult your doctor before using it.

# Packing should not be damaged and product should not be used for any kind of replacement or refund.
## Makes Skin Fresh and Youthful,
## Astringent & Anti-septic Affect,
## Anti-aging and Anti-depressant,
## Softens the Skin,
## Fights Skin Damage from UV Rays,
## Removes Blemishes,
## Antibacterial,
## With Essential Oil,
## Prevent Skin from Drying Out,
## Cell Renewal,
## Rejuvenating Properties,
## Keep Skin Supple,
## Conditions and Renews Skin,
## Clears Skin Congestion,
## Tones and Purifies Skin,
## Provide Fareness

Note:----- 

# As these soaps are handmade, color and size may be different from picture as above.

# if any variant is not available in stock it will be exchanged with any other variant of same price without any prior notice.

# if your skin is very sensitive then please consult your doctor before using it.

# Packing should not be damaged and product should not be used for any kind of replacement or refund.",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
Zyxel VMG1312-B10A VDSL2 Wireless N VDSL2 4-port Gateway with USB Buy Zyxel VMG1312-B10A VDSL2 Wireless N VDSL2 4-port Gateway with USB only for Rs. 6249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Computers,Computers,Computers
"@home Glass Vase Specifications of @home Glass Vase (18 inch, Grey) General Brand @home Suitable For Table Model Number HGFVSCGSTGRY00094 Type Garden Decor Material Glass Color Grey Dimensions Height 18 inch Width 18 inch Depth 42 inch In the Box Sales Package 1 Vase Pack of 1",Home Decor & Festive Needs,Home Furnishing,Home Decor & Festive Needs
"CALCULUS Baby Boy's Printed Casual Beige Shirt Key Features of CALCULUS Baby Boy's Printed Casual Beige Shirt Fit: SLIM Suitable For: Western Wear Sleeve: Half Sleeve Fabric: COTTON Color:Beige Pattern:Printed Number Of Contents In Package:1,CALCULUS Baby Boy's Printed Casual Beige Shirt Price: Rs. 349 Let your junior enjoy comfort and the attention too in this Colorful solid casual shirt from CALCULUS. Made from Cotton, this lightweight and suitable for casual occasion. For care, wash in cold water and don't brush the garment.,Specifications of CALCULUS Baby Boy's Printed Casual Beige Shirt General Details Pattern Printed Occasion Casual Ideal For Baby Boy's Shirt Details Closure Button Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit SLIM Fabric COTTON Pockets With Pocket Fit Slim Additional Details Style Code CAL-KIDS-0021 In the Box 1 Kids Shirt Fabric Care Wash with like colours. Hand wash or machine wash with cold water. Use mild detergent. Tumble dry low. Dry in shade. Do not bleach. Iron as per tag.",Baby Care,Baby Care,Baby Care
"MKB Baby Girl's Empire Waist Dress Key Features of MKB Baby Girl's Empire Waist Dress Material: 100% Cotton Yellow Flower Print Length: 26 Inches,MKB Baby Girl's Empire Waist Dress Price: Rs. 585 This Yellow Color Flower printed baby girl's clothing set is made of 100% Cotton material. It's very attractive and comfortable, perfect as a ceremony wear Baby Girls beautiful dress for a little angel,Specifications of MKB Baby Girl's Empire Waist Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Lining 100% Cotton Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Empire Waist Fabric Care Gentle Hand Wash. Do not bleach.",Baby Care,Baby Care,Baby Care
"K&P Lord Ganesha Regular 16 Showpiece  -  13 cm Key Features of K&P Lord Ganesha Regular 16 Showpiece  -  13 cm Glossy Finish Jewellery done on every idol Plastic case for dust proof Designer frame Ideal for Gifting,K&P Lord Ganesha Regular 16 Showpiece  -  13 cm (Polyresin, Multicolor) Price: Rs. 939 Figurines by K&P. Built with great Craftsmanship and Exquisite Details by artisans. These beautiful designs by K&P are a perfect to decorate your home on every occasion. These sculptures and idols are perfect gifts for your loved ones on any occasion.This beautiful showpiece figurine from K&P is a wonderful gifting option for your best friend on her housewarming party. Ideal to keep in your puja room or living room in a showcase.,Specifications of K&P Lord Ganesha Regular 16 Showpiece  -  13 cm (Polyresin, Multicolor) General Brand K&P Model Number CMR1601 Type Religious Idols Material Polyresin Model Name Lord Ganesha Regular 16 Color Multicolor Dimensions Weight 200 g Height 13 cm Width 10 cm Depth 8 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
"Quilt India Floral Cushions Cover Key Features of Quilt India Floral Cushions Cover Width 77 cm,Specifications of Quilt India Floral Cushions Cover (77 cm, Gold) General Brand Quilt India Suitable For Cushions Design Code QUILT_20145 Material Dupion Silk Style Code QUILT_20145 Pattern Floral Color Gold Dimensions Width 30 inch / 77 cm In the Box Number of Contents in Sales Package Pack of 1",Home Furnishing,Home Furnishing,Home Furnishing
"Indha Craft Cloth Photo Frame Indha Craft Cloth Photo Frame (Photo Size - 12.7 X 17.8 cm, 1 Photos)
                         Price: Rs. 132
				
			The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.
The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.",Baby Care,Home Decor & Festive Needs,Home Furnishing
"Oxyglow Lacto Bleach & Fruit Massage Cream With Vitamin-E Oxyglow Lacto Bleach & Fruit Massage Cream With Vitamin-E (Set of 2)
                         Price: Rs. 594
				
			OxyGlow brings to you a one stop solution to your beauty and cosmetics products catering to all your needs through its wide range of beauty care products like face wash, bleach, face pack, oils, lotions, gels, conditioners, lip and eye care products and many more. So beat your beauty problems with the help of Oxy Glow’s range of beauty products at your ease by ordering them immediately!
OxyGlow brings to you a one stop solution to your beauty and cosmetics products catering to all your needs through its wide range of beauty care products like face wash, bleach, face pack, oils, lotions, gels, conditioners, lip and eye care products and many more. So beat your beauty problems with the help of Oxy Glow’s range of beauty products at your ease by ordering them immediately!",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
Funcart Party Time  - Food Grade Plastic Flipkart.com is offering Small Funcart Party Time  - Food Grade Plastic for only for Rs 154 | Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Baby Care,Home Furnishing,Kitchen & Dining
